name,uri,genres,artist
Days in the Sun,7HflJMLb7Fk46J3Hied46l,"['australian pop', 'australian singer-songwriter', 'folk-pop', 'indie anthem-folk']",Ziggy Alberts
Wildflower,7LtXLOxoIa4McVvbH2bcfn,"['afro dancehall', 'afropop', 'afroswing', 'azontobeats', 'nigerian pop']",KOLE
girlfriend,3UPBYd4oGa7D7DZKU2ACYd,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'modern rock', 'pop', 'pop rap', 'post-teen pop', 'talent show']",Bea Miller
All The Time,0qI1W6chJgvrSAzAkX9JBa,"['canadian indie', 'indie folk', 'indie pop', 'new americana', 'stomp and holler']",Bahamas
gray,6k8Z9CtoRLk9mXarke5LHQ,"['indie poptimism', 'indie soul', 'modern rock', 'vapor soul']",slenderbodies
Lava,0anZ7olFcAsmx5hP517Rwn,"['bedroom pop', 'modern rock', 'oakland indie']",Still Woozy
London Bridge,7jRoWfRlLnGYEIEn4t4kbq,"['dance pop', 'pop', 'post-teen pop', 'urban contemporary']",Fergie
Try,2Q3uUxPpTKY4MjY5SRFSHK,"['alt z', 'dance pop', 'edm', 'electro house', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']",Lost Kings
Dance With U,4p5X7izeyUV5JOzWSsA5Oq,[],Staring in Spaces
Uglykid (feat. Elohim),22PwOWw8o8ppPbZ6M3obzf,"['emo rap', 'sacramento hip hop', 'social media pop']",Hobo Johnson
Ghost,0gKE7ZiMuWdVTeh8YYY8PN,['underground hip hop'],Kweku Collins
I Wanna Know (feat. Bea Miller),18W92Zm1KjLCbUIszOhpkD,"['alt z', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'post-teen pop', 'tropical house']",NOTD
There's No Way (feat. Julia Michaels),2hnxrRNzF74mdDzpQZQukQ,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Lauv
Sad Forever,4a5zacCsHLtMC2mcxkqWwn,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Lauv
i'm so tired...,7COXchtUOMd6uIT6HvmRaI,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Lauv
"fuck, i'm lonely",322tcqPhma7F6hfCeLisx0,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Lauv
Paradise,0Rx0DJI556Ix5gBny6EWmn,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop']",Bazzi
Closing Time,1A5V1sxyCLpKJezp75tUXn,"['alternative rock', 'pop rock']",Semisonic
Sit Next to Me,4BdGO1CaObRD4La9l5Zanz,"['indietronica', 'modern rock', 'pop', 'rock']",Foster The People
Heat of the Summer,649o53ULWYN1y7V2OI5kgo,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Young the Giant
Someone To Spend Time With,0qQ9VcVPkWDTnff6HIhISU,['latinx alternative'],Los Retros
Beat the Sunrise,7th2B8tA26On1RAt2WmnMI,"['bass house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'progressive house', 'tropical house', 'vapor twitch']",SNBRN
I Got You - SNBRN Remix,085czg1ZYAzX9R9PQqSMLe,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Bebe Rexha
LIKE I WOULD,1zWMf9bVyhY5W3ZORbjNWt,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",ZAYN
BeFoUr,7ofgPlilLgcw6G7fd2zNpT,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",ZAYN
You + I,3rSkiyzwE3oQXhvMqobU0e,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Young the Giant
Call Me Back,14KP6cmTImZmrcAC5m0Azd,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Young the Giant
God Made Man,5EnsBxusiVaXuGqPV29guw,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Young the Giant
Islands,7JtxP4YfEwrnParaSgTC3M,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Young the Giant
i can't breathe,1qFMIjTe9esCDiytqUY19t,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'modern rock', 'pop', 'pop rap', 'post-teen pop', 'talent show']",Bea Miller
feel something,7JDWhC422Gtk1Bq0mL3OTC,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'modern rock', 'pop', 'pop rap', 'post-teen pop', 'talent show']",Bea Miller
"Leaving, On a Jet Plane - ""Greatest Hits"" Version",3D8dwH690MXQRhtIZTSS9c,"['classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']",John Denver
Big Jet Plane,5Z1U0knfYnsfvZycgDeOiC,"['australian indie folk', 'indie folk', 'stomp and holler']",Angus & Julia Stone
For What It's Worth,1qRA5BS78u3gME0loMl9AA,"['blues rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",Buffalo Springfield
Wild Horses - 2009 Mix,52dm9op3rbfAkc1LGXgipW,"['british invasion', 'classic rock', 'rock']",The Rolling Stones
My Girls,2gE0khQ948RYQOeTgCUL2a,"['alternative dance', 'alternative rock', 'art pop', 'art rock', 'baltimore indie', 'chillwave', 'dream pop', 'experimental pop', 'freak folk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'noise pop']",Animal Collective
Light On - Winston Marshall Remix,7HaW3zLhVifBhNb8RJmumA,"['indie pop', 'pop']",Maggie Rogers
Alaska,4HfLQJtVT1KiX1eVedDyTm,"['indie pop', 'pop']",Maggie Rogers
Fallingwater,2CPLGREl5ahzA2WPBMkpxh,"['indie pop', 'pop']",Maggie Rogers
Light On,6UnCGAEmrbGIOSmGRZQ1M2,"['indie pop', 'pop']",Maggie Rogers
Sex on Drugs,5j8lazIFQ2pcCmx82Q9JOi,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",NoMBe
Sex,4MxnJdiUKsor5iyuCHQj5H,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",NoMBe
Panama,4RtexJZ1OyRkDNlqVUt8Zt,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Alive,24zfbM3UORHzHmoMfaB5uM,['rain'],YOG$
Middle Finger,3o8bovLXjsxsFBTXajm1VA,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Phoebe Ryan
Shallow,2VxeLyX666F8uXCJ0dZF8B,"['dance pop', 'pop', 'post-teen pop']",Lady Gaga
Tired of Waiting for You,3sFnC76vUu0dtHUM5Z5bLL,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']",The Kinks
All Day and All of the Night,78JmElAFmrPNhLjovDR9Jm,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']",The Kinks
Lola,0UAJH0k4k3slcE83a9UGCe,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'rock', 'roots rock']",The Kinks
Make Them Wheels Roll,38RoOyatCm5kpj3yhaIy99,"['bedroom pop', 'indie pop', 'pop']",SAFIA
"Together, Locked Safely",1eOJjNp56vDmmQsPbNb2ny,"['bedroom pop', 'indie pop', 'pop']",SAFIA
Shrike,5uIYONgpUQ7t0v7D6CTMBt,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier
Resolution,2G7nTcfurde3OIMoA7nOnv,"['bedroom pop', 'indie pop', 'pop']",SAFIA
Bound To You,6MIwdFXHnImyz1TmsuUrEB,['canadian electropop'],Jocelyn Alice
6's to 9's (feat. Rationale),4DAaQ5InUO23d8yNRbB0Yj,['electropop'],Big Wild
Safe - Shallou Remix,0qcgRspQFUIxcgKbEfhEtq,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Daya
Find,3a1DVjwshmHW9DR7pJMTaR,"['electropop', 'indie poptimism', 'new french touch', 'tropical house', 'vapor soul']",Shallou
count on,48o9xqLcWr5sPqNAJF9ft1,"['electropop', 'indie poptimism', 'new french touch', 'tropical house', 'vapor soul']",Shallou
Milk & Coffee,3892iPhCn6bo6T6hr661Eh,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",NoMBe
Freak Like Me,6tnVrxzyQPbtV1IG8BbpxD,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",NoMBe
Wait,2YyXqxmz1Xw4jBau3rARoc,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",NoMBe
Silvertongue,0yTJtxZJ5VLfBEHhiNUNeY,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Young the Giant
My Body,1KDYN3odJHnj9pqGHN3FVs,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Young the Giant
Superposition (Reflection),4AIXupzdmKbJAZ3JrfQOfr,"['indie pop', 'indie rock', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",Young the Giant
On + Off,2kvwSbG26eHKUJdvH7DiR2,"['indie pop', 'pop']",Maggie Rogers
Ski Mantra,4ERBPaz0BMPGZHC5QQTCGw,['nz indie'],Young Lyre
Temporary Love,2U6hcDLZHYRSd9Up0mMe9W,[],The Brinks
"Go Loko (feat. Tyga, Jon Z)",1kK6DwzyXJSp58u5HYWwuD,"['pop', 'pop rap']",YG
I Don't Care (with Justin Bieber),0hVXuCcriWRGvwMV1r5Yn9,"['pop', 'uk pop']",Ed Sheeran
Antisocial (with Travis Scott),1DhRbox3xkceP64k3JeYfW,"['pop', 'uk pop']",Ed Sheeran
The London (feat. J. Cole & Travis Scott),7DcvwMAiqKJQD1rrdfxSDx,"['hip hop', 'rap', 'trap']",Young Thug
Goodbyes (Feat. Young Thug),6vBdBCoOhKHiYDDOcorfNo,"['dfw rap', 'melodic rap', 'rap']",Post Malone
All Time Low,0SuLAslEMFZAXf0SwY7syi,['pop rap'],Jon Bellion
Love Me Less (feat. Quinn XCII),2tOOcDDYkh0PSjr6GwPEAJ,"['dance pop', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'viral pop']",MAX
Stacy,1pyGo7knT3LE2I1FJIrwdX,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Cynic,6IW6mD0OrfYXXkTgdLBQ83,"['alt z', 'electropop', 'indie cafe pop', 'indie pop', 'indiecoustica', 'pop', 'pop rock', 'stomp and holler']",Noah Kahan
Hurt Somebody,7apizLyhMRutg3ccXvr2qv,"['alt z', 'electropop', 'indie cafe pop', 'indie pop', 'indiecoustica', 'pop', 'pop rock', 'stomp and holler']",Noah Kahan
Your Soul,26qTfV9DiLTT5fBXgvXfFx,"['alternative r&b', 'hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']",Forrest.
Lonely Lullabies,0h4kOUA5ec7k7oW8pEeYnC,['underground hip hop'],Kweku Collins
He'e Roa,5f64N853j2MVLssFVfA8Qo,"['jawaiian', 'pacific islands pop']",Kolohe Kai
Nanã,0Psz3az3RIYfJpnsajBT8N,"['dark disco', 'electro-pop francais', 'french indie pop', 'french indietronica', 'new french touch']",Polo & Pan
Señorita,0TK2YIli7K1leLovkQiNik,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",Shawn Mendes
Red Roses,2BTiWy9bO1HFvwRakUxA6P,['bedroom pop'],LAUNDRY DAY
23,6Km73Tlvi4yS2e4XaIuXek,"['bedroom pop', 'indie pop', 'pop']",Rejjie Snow
Free Room (feat. Appleby),3HEn14GqygLCNfroOnYiZb,"['alternative r&b', 'chill r&b', 'escape room', 'indie r&b', 'indie soul', 'neo soul', 'r&b']",Ravyn Lenae
Nobody Cares,4CALLtGlZBwdpfQvMQvhH2,['sad rap'],Kina
Can We Kiss Forever?,1Av69kr9JitqPWo7WJLS5q,['sad rap'],Kina
Get You The Moon (feat. Snøw),4ZLzoOkj0MPWrTLvooIuaa,['sad rap'],Kina
Fuck You Bitch,7uMBc5uxQRZNFowjhxH9WL,"['outlaw country', 'redneck']",Wheeler Walker Jr.
Bitter Sweet Symphony,57iDDD9N9tTWe75x6qhStw,"['alternative rock', 'britpop', 'permanent wave', 'pop rock', 'rock', 'shoegaze']",The Verve
bad guy (with Justin Bieber),3yNZ5r3LKfdmjoS3gkhUCT,"['electropop', 'pop']",Billie Eilish
Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,"['indie cafe pop', 'pop']",Calum Scott
Oh Devil,1kcfGBb6kSrGqNIMW7rAlB,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'shimmer pop', 'vapor soul']",Electric Guest
Lost In Japan,79esEXlqqmq0GPz0xQSZTV,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",Shawn Mendes
Ooh La La,4lJ6YVXQ0jUk5ILu0PSrA4,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'glam rock', 'hard rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'pub rock', 'rock', 'roots rock', 'soft rock']",Faces
Murder in the City,3h5AZDf5z7D18plaLtHTfi,"['indie folk', 'indie pop', 'new americana', 'north carolina indie', 'north carolina roots', 'progressive bluegrass', 'roots rock', 'stomp and holler']",The Avett Brothers
I Got 5 On It,1rS31P08Cn64Rn7pnMh5S5,"['g funk', 'gangster rap', 'hyphy', 'oakland hip hop', 'west coast rap']",Luniz
I Got 5 On It,4IYKjN1DrYzxKXt0umJqsG,"['g funk', 'gangster rap', 'hyphy', 'oakland hip hop', 'west coast rap']",Luniz
Might as Well,6bB5iGatJHiqnoxMZDsySr,[],Future
Spice Girl,4HW5kSQ8M2IQWZhSxERvla,"['hip hop', 'pop rap', 'portland hip hop', 'rap', 'underground hip hop']",Aminé
Dots & Lines,0jYhHo2DhmdkLfonFbPixV,"['chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']",Lupe Fiasco
I Come Apart (feat. Florence Welch),6PnmrzPJXoDBj5NKUCnC8e,"['east coast hip hop', 'hip hop', 'rap', 'trap']",A$AP Rocky
I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,"['pop', 'uk pop']",Ed Sheeran
Starry Eyes,3qUchrsBQE3Nx7v10WlgCU,['pop edm'],Young Bombs
Cola,7ir1tVqAtNjctvteJPw5MF,"['deep tech house', 'edm', 'house', 'pop dance', 'progressive house', 'tropical house']",CamelPhat
Rinse & Repeat,5oYYYDhyPFPXjAn4TzymOC,"['dance pop', 'house', 'pop dance', 'tropical house', 'uk dance']",Riton
Wrist Piece,3nPlhpC78YN7poBz9FlJkB,[],Papi K
Amour Plastique,3bk0OXwZFr7Yv9aJPLWC2w,"['french indie pop', 'french synthpop']",Videoclub
Wild Things,2ZyuwVvV6Z3XJaXIFbspeE,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",Alessia Cara
Fire,4BV37FQ3MN4Jc3FIvWlI7w,"['hip hop', 'rap']",Anna of the North
Coming Over (feat. James Hersey),6m3ZWIXhjoV76syT1j2oE9,"['brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'moombahton', 'pop', 'pop dance', 'slap house', 'tropical house']",Dillon Francis
Who's,7AgcqeRnfXaniwk5gJoqO4,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap']",Jacquees
It's A Vibe,6H0AwSQ20mo62jGlPGB8S6,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2 Chainz
Little Jackson,4fKDc41ktGqbKaENWq6HWm,"['alternative country', 'chamber pop', 'freak folk', 'indie folk', 'indie rock', 'new americana', 'stomp and holler']",Damien Jurado
Sheets,5V4NlIfbLfR5c8U9330HY8,"['alternative country', 'chamber pop', 'freak folk', 'indie folk', 'indie rock', 'new americana', 'stomp and holler']",Damien Jurado
Ohio - filous Remix,6W4GTXLYX8HkmZGmVkfrSC,"['alternative country', 'chamber pop', 'freak folk', 'indie folk', 'indie rock', 'new americana', 'stomp and holler']",Damien Jurado
Through Da Storm,3NqCEpT8xsHdzpiRlM1kpS,['chicago rap'],Polo G
oh baby,53PkA8aXiwH4ppa0V0iO7o,"['alternative dance', 'alternative rock', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'rock']",LCD Soundsystem
Truth Hurts,5qmq61DAAOUaW8AUo8xKhh,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']",Lizzo
Closer,2JdzcxKSk7raYujsLYUXvi,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']",POWERS
Just Kids,199ydjP4O3NR8wgRLLcUNE,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']",POWERS
Get Some,5Gk0ZZ9b887U85L69rz6tu,[],Ghosted
Turn off the Lights (feat. Alexis Roberts),29vo9RUjxgZWXWGTpD8f4m,"['bass house', 'deep groove house', 'edm', 'electro house', 'house', 'melbourne bounce', 'pop dance', 'progressive house']",Chris Lake
We Come Running,4Xv41B0BJRcMBJYpavNDfD,"['indie poptimism', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'shimmer pop']",Youngblood Hawke
Is This Love - Remix,1G8yVHxDLlEjDAt02Dfbmi,"['reggae', 'roots reggae']",Bob Marley & The Wailers
Peaches,0JsRZWdSquAQtgyJO8mhLA,['indie rock'],In The Valley Below
Move Your Feet,4jacsL77ZYnpInmTtUBaJW,['danish pop'],Junior Senior
Some Place Else,5Hu24z7izB3LKi6pHaPq3C,"['canadian contemporary r&b', 'indie soul']",MorMor
Pop Out (feat. Lil Tjay),5AjINjwKyRvQJhSe2zpPHi,['chicago rap'],Polo G
Harder Than You Think,5YpZh8wfS4moRBk0ijNcXr,"['emo rap', 'melodic rap']",Public Enemy
Knockin' Boots,6ERR6e7h6wCqGoz1TjiUJb,"['contemporary country', 'country', 'country road']",Luke Bryan
Magic In The Hamptons (feat. Lil Yachty),2Yer0p7uB2lVBUAtANuuQp,['pop rap'],Social House
A Tale of 2 Citiez,7lL3MvFWFFSD25pBz72Agj,"['conscious hip hop', 'north carolina hip hop', 'rap']",J. Cole
Tap (feat. Meek Mill),5rU6kDNXZLXIinFezpbWbO,['alternative r&b'],NAV
Daddy's Birthday,347hgqCHnL4GfgVX5hZfNv,"['hip hop', 'rap', 'trap']",Young Thug
"Medication (ft. Stephen Marley, Wiz Khalifa, Ty Dolla $ign) - Remix",2w6xoVr8vUn3j5cI9NusBM,"['reggae', 'reggae fusion']",Damian Marley
Darling,6jgctvg29agevJf8q0eXv8,"['acoustic pop', 'ccm', 'christian alternative rock', 'christian indie', 'christian music', 'folk-pop', 'indiecoustica', 'neo mellow', 'pop rock', 'worship']",NEEDTOBREATHE
Sunshine,5OmcnFH77xm4IETrbEvhlq,[],Atmosphere
Ocean [Natio Remix],0JrFZpyvYnbfGhwf5WXJ4v,"['deep tropical house', 'russian edm', 'tropical house']",Nexeri
Ocean,1FIvmJkAeIa3tMGH83LLLG,"['deep tropical house', 'russian edm', 'tropical house']",Nexeri
Married To The Game,4Kup1kDTLoJaUMgpGFPqau,[],Future
Fishes,6eGA35rCKPf5dhjDUEKpqy,['florida rap'],F$O Dinero
Circles,6tx9zBZhk2K0Y3CFxkTFbM,"['latin', 'salsa', 'tropical']",DLG.
Jerk It Out,6sbp4i2FtlsQSVMepZPG9c,['swedish indie rock'],Caesars
GOMF (feat. BRIDGE),4Jr5mz5SdCwCWuVhCxJoTo,"['canadian electronic', 'dance pop', 'edm', 'electro house', 'pop dance', 'pop edm', 'slap house', 'tropical house']",DVBBS
Moody Orange,1k7aPYyAnNTjVbjw1YDNp1,"['indie folk', 'modern alternative rock', 'modern rock', 'stomp and holler']",Rainbow Kitten Surprise
Feel It Still - Medasin Remix,4m6ObZmZ7wnyrKtmLvlyVE,"['indie rock', 'modern alternative rock', 'modern rock', 'rock']",Portugal. The Man
Good Grief,1oxOiOjsi7plNOZEhoPLPj,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",Bastille
Joy,3QpkbrYXtlU3LRJu3sTK6V,"['brostep', 'edm', 'pop', 'pop dance', 'progressive electro house']",Bastille
Grip,3gicyfiEVMGONgzygpWjNT,"['dance pop', 'pop', 'pop rap']",Seeb
Tribe (with J. Cole),0YAQnYt2oB8OdoaeqnHyTI,"['permanent wave', 'pop punk', 'punk']",Bas
NOTHING ELSE! (feat. Jamie Lidell),5bewkBDtMY5rrXCYBFspfF,"['channel islands indie', 'vapor soul']",Mura Masa
Who You Foolin,7KVPsVMOK3NL7subwJ0dZj,"['pop rap', 'rap', 'trap']",Gunna
Medication,2WQKHNETUytUGsD32TTNeO,"['reggae', 'reggae fusion']",Damian Marley
Fly on the Wall,5wyfaZpVP0lAuEWG9xJ3yA,"['chillhop', 'lo-fi beats']",Joey Pecoraro
Robbery,6Hj9jySrnFppAI0sEMCZpJ,"['chicago rap', 'melodic rap']",Juice WRLD
TOKYO,1CKhx6sSkUxzomXnYZqSMh,"['boy band', 'hip hop', 'rap']",BROCKHAMPTON
Sober,1rIWXcxQksarC9e9Y2r1GA,[],The Lost Boys
Don’t Wait - Chance The Rapper & The Social Experiment Remix,6YdIrhChsL7g8BpUuciTSI,[],Mapei
CoCo,2JI71GHwq2LN8mtq3iCLYo,"['gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",O.T. Genasis
Roxanne - Remastered 2003,0SYRVn2YF7HBscQEmlkpTI,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",The Police
Forever Young,4S1VYqwfkLit9mKVY3MXoo,"['europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",Alphaville
Paramedic!,2tPcTFiQF9MbVUyjZ3zDhA,"['cali rap', 'trap', 'vapor trap']",SOB X RBE
Vertigo,7stcuQtnHL7C6XdPvpwywv,"['electropop', 'pop']",Khalid
Don’t Wait,5YGkuGGtMAlHe6CKCQPtOP,[],Mapei
365 - Zedd Remix,0ywzvARVqoxQOJpaswRe9E,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",Zedd
365,2XWjPtKdi5sucFYtVav07d,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'post-teen pop', 'tropical house']",Zedd
Wagon Wheel,3xdjjKMcMOFgo1eQrfbogM,"['contemporary country', 'country', 'country road']",Darius Rucker
Compass,6o20dsWQsZjhydaq893DnE,"['alt z', 'electropop', 'gauze pop', 'indie poptimism', 'pop']",Zella Day
99 Problems,7hN5TKSdRb56uytwIpcUES,['thai folk'],Hugo
Dixieland Delight - Single Edit,1hh3iFX5vVsiD9LMwUlQeh,"['oklahoma country', 'outlaw country', 'red dirt']",Alabama
Fortunate Son,4BP3uh0hFLFRb5cjsgLqDh,"['album rock', 'classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",Creedence Clearwater Revival
Adventure - Original Mix,7mxpWt3f6U2lG0uzlimbKG,"['kazakh pop', 'russian electronic']",Izzamuzzic
Woah (feat. Miguel & Ty Dolla $ign),2lAUMDyWq80slJVsrYyD7N,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap']",Rich The Kid
Goodie Bag,297rZsBEjFw9d0Gl3iBLnd,"['bedroom pop', 'modern rock', 'oakland indie']",Still Woozy
Caroline,7G0CYgjGtMfbd4UM1WqHx0,"['latin', 'salsa', 'tropical']",DLG.
Don't Walk Away,3URS9FbHLDKOAFRgKk9pwv,['indie electropop'],Łaszewo
Can't See Without You,1wgTO07WpeUwDVBcOFZaoU,['indie electropop'],Łaszewo
Up in Flames,4TT57R08MqKaBvCa5XRsyx,['indie electropop'],Łaszewo
New Year’s Day,7F5oktn5YOsR9eR5YsFtqb,"['pop', 'post-teen pop']",Taylor Swift
!!!!!!!,0rQtoQXQfwpDW0c7Fw1NeM,"['electropop', 'pop']",Billie Eilish
bad guy,2Fxmhks0bxGSBdJ92vM42m,"['electropop', 'pop']",Billie Eilish
xanny,4QIo4oxwzzafcBWkKjDpXY,"['electropop', 'pop']",Billie Eilish
all the good girls go to hell,6IRdLKIyS4p7XNiP8r6rsx,"['electropop', 'pop']",Billie Eilish
wish you were gay,3Fj47GNK2kUF0uaEDgXLaD,"['electropop', 'pop']",Billie Eilish
when the party's over,43zdsphuZLzwA9k4DJhU0I,"['electropop', 'pop']",Billie Eilish
8,6X29iaaazwho3ab7GNue5r,"['electropop', 'pop']",Billie Eilish
bury a friend,4SSnFejRGlZikf02HLewEF,"['electropop', 'pop']",Billie Eilish
listen before i go,0tMSssfxAL2oV8Vri0mFHE,"['electropop', 'pop']",Billie Eilish
i love you,6CcJMwBtXByIz4zQLzFkKc,"['electropop', 'pop']",Billie Eilish
goodbye,3LgWsmilsrWXiPYQFRD0T7,"['electropop', 'pop']",Billie Eilish
Talk,0rTV5WefWd1J3OwIheTzxM,"['electropop', 'pop']",Khalid
I Need A Dollar,6q1qACcezH6eH77Xljh5QV,"['dance pop', 'edm', 'pop', 'pop dance']",Aloe Blacc
Nice For What,3CA9pLiwRIGtUBiMjbZmRw,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",Drake
Fuck It,3pwa9U2xgq3nf5Hc72JwFe,"['edm', 'electronic trap']",Hippie Sabotage
Holding Hands (feat. Elohim),5lEBksW3vntnNLDr2f5QUv,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Autopilot,5yU3w1RzMZpSWytWAU9iyN,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Life Must Go On,3vmsnZF4KPLjbDgZEqwTdL,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
U & Us,6SL7KzIA96f0HiKjuv7tED,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Werewolf (feat. Yoshi Flower),5foPGlyY3O4uSrFGhfUKGW,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Matches,1vSPbQYmKfDXPOUEz4ENf7,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
When I Die,2riezZC8Rzk86sqZPZ8qXv,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
Abel & Cain,5HlvBXlKNNorFbp43PEQ5B,"['electropop', 'indie pop rap', 'pop', 'pop rap']",Quinn XCII
