name,uri,genres,artist
back again,1J5rHMEvQFpM07iLULi48A,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']",flor
God Save Our Young Blood,2u37kqEVu012bh4bx3PsNP,"['modern rock', 'pop']",BØRNS
Your Soul,6ZT3coOj97F6CVvruPtnox,"['edm', 'electronic trap']",Hippie Sabotage
Angels on My Side,3blr29qqNri1jRLUVnBjW4,"['edm', 'electronic trap']",Hippie Sabotage
Om,055C48EfrrnE1vllfZYdhT,"['edm', 'electronic trap']",Hippie Sabotage
Otherside,48JqLVpHjXOTHFnV4VdLZu,"['edm', 'electronic trap']",Hippie Sabotage
Bob Dylan,0dRQDSgpobhDk7IuOBy8GJ,"['edm', 'electronic trap']",Hippie Sabotage
Different,3bjLA6ukBcGtvhe5tybxp7,"['edm', 'electronic trap']",Hippie Sabotage
The Darkness,77dARpR7xgQlL52FREa18x,"['edm', 'electronic trap']",Hippie Sabotage
Drifter,1DehtVbbTjUQjxGaXd5PnH,"['edm', 'electronic trap']",Hippie Sabotage
Peyote,6yWLXmK1YaUaQMugzhyhJc,"['edm', 'electronic trap']",Hippie Sabotage
Lights Out,7zc9r8xhooP5gE4gQrnv1t,"['edm', 'electronic trap']",Hippie Sabotage
Ignite,6qzgjMbDSx1HI5FEIMJ4vw,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'social media pop']",RKCB
Giving Up Ground (feat. Quinn XCII),1ZbAH4omZZb5KxVnHRQkAe,"['electropop', 'pop', 'post-teen pop']",Chelsea Cutler
Coloring,2FFYeeIB7Vxj5qL8xr7Kd6,"['alt z', 'canadian pop', 'dance pop', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop']",Kevin Garrett
When I'm Down,556l9P7WVZVyYUBjT1YFTT,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']",Whethan
Feel Good (feat. Daya),0Ev562zA4pmUsBqjxsxxdx,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",Gryffin
Too Soon (feat. Maty Noyes) - heroless Remix,49vh4qZFYU6VnuqyKduUmo,"['electropop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",Vanic
No One - Kayge Calypso & DUNN Remix,28axGcu9he7YdQ0xwXIaC9,['kawaii future bass'],Mothica
Tell Me the Same,3iNizDntew1elWNnMqaAAw,[],Michl
Phone Down,5bvNpG6wiIEf1PA13TkTu2,"['alt z', 'dance pop', 'edm', 'electro house', 'indie poptimism', 'pop', 'pop dance', 'pop edm', 'pop rap', 'tropical house']",Lost Kings
Pacing,6cWZQNgaL8yLtezJvag9Y9,"['deep house', 'deep tropical house', 'indie poptimism', 'new french touch', 'pop dance', 'tropical house', 'vapor soul']",Tep No
Let Go - Sir Sly Remix,4ZAOTRpT8PKmnpfECUtKHI,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",RAC
Real Name,6ISionOfm9VCredgDEUSIG,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'pop']",Lostboycrow
Plans (feat. Brandyn Burnette),6XLUlVeCNo4T7Gvkmy6NmC,"['edm', 'electropop', 'future bass', 'indie poptimism', 'pop dance', 'pop edm', 'tropical house']",Elephante
Sleep Deprived,66eQL4ghCuYWdcqz50BPXF,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",LÉON
Shed a Light,1eyrmeiDpdTkOmA839nPVQ,"['dutch hip hop', 'tropical house']",Robin Schulz
Easy Love,4tZp15Dj8yJH3lyf0uh2A4,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",Sigala
The Ways (with Swae Lee),5jyyPsIGM2yqkZN9R3TmvN,"['electropop', 'pop']",Khalid
X (with 2 Chainz & Saudi),4LmAnpjlhWTahvRkYR8xJa,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",ScHoolboy Q
My Heart Is a Weapon (feat. Jon Waltz),0O6lxlaQZBtkRLknKKpKbB,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'pop']",Lostboycrow
Brooklyn Freestyle,3kwrpbkuD2GUw8ILVfpXR2,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",Russ
Too Fast,42QRyJd5x6e2TFR1S41g2p,"['background piano', 'neo-classical']",Sonder
Feels Like Summer,2jz1bw1p0WQj0PDnVDP0uY,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop rock', 'rock']",Weezer
Happy Hour,6ILpnOUHollfHp4xWH7nqV,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop rock', 'rock']",Weezer
Only One,3HMzCcVRL5fHNF0Uv73LFV,"['alt z', 'dance pop', 'electropop', 'indie cafe pop', 'indie electropop', 'indie poptimism', 'pop', 'post-teen pop', 'social media pop']",Carlie Hanson
Come Home,33g7RkuLMnrXK2qKSjjHho,"['edm', 'electropop', 'indie soul', 'tropical house', 'vapor soul', 'vapor twitch']",BAYNK
XXX. FEAT. U2.,4iYRa2btalAzPZoSYfROqF,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar
You Get What You Give,6FnNZ53sbMwL71gE5yy0TF,['pop rock'],New Radicals
Running Miles,4U9kJBr61UhO5srPib7zyz,"['edm', 'electronic trap']",Hippie Sabotage
Sleep In,6p1qQzLFaJ8st27GqTB3Bm,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",Telekinesis
Love For That,76I1mEj3vKHgwwO43MdNpI,"['channel islands indie', 'vapor soul']",Mura Masa
Chasing the Wild,7fkRofwWcImujXdqaotyeZ,"['edm', 'electronic trap']",Hippie Sabotage
Yours,1RKytJX5Lpe8yJm1Jx7XU5,"['alternative r&b', 'indie soul', 'uk dance']",SG Lewis
The Other Side Of Paradise,0rRjGruFonCGOt0S5zAJNQ,"['gauze pop', 'indietronica', 'shiver pop']",Glass Animals
Able to See Me,7scP7MITYHJ1cYr1yToNHO,"['edm', 'electronic trap']",Hippie Sabotage
I've Never Felt So Good,1QbuQrPLqT1c2yJx1o6sY2,"['channel islands indie', 'vapor soul']",Mura Masa
Islands,3rn0bVdfGJQo3pR3ZRpuBu,"['indie poptimism', 'modern alternative rock', 'modern rock', 'nyc pop', 'vapor soul']",Lewis Del Mar
Eyes,7fArBkBSsaUF5mOcpTL56I,"['bay area indie', 'indie pop', 'indie rock', 'noise pop', 'oakland indie', 'stomp and holler']",Rogue Wave
Rogues,0oqqhX559n7si0EtOUQFtY,"['edm', 'electronic trap']",Hippie Sabotage
GOT IT GOOD,2qUZliZ9NHUYIAZqRNe6pZ,"['escape room', 'indie soul', 'lgbtq+ hip hop']",KAYTRANADA
YOU'RE THE ONE,2b4SSorCTQ2VzmllaeWuuT,"['escape room', 'indie soul', 'lgbtq+ hip hop']",KAYTRANADA
Blood On The Leaves,42GcjriRK6srwHkfbkBqVl,"['chicago rap', 'rap']",Kanye West
Ric Flair Drip (& Metro Boomin),7sO5G9EABYOXQKNPNiE9NR,"['brooklyn drill', 'melodic rap', 'nyc rap']",Offset
Adrenaline,03Y4XvMs8CcSVM7zQwdECF,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Lauv
Youth,1LPGwuFgIzbJoShfDdw7MY,"['gauze pop', 'indietronica', 'shiver pop']",Glass Animals
Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,"['emo rap', 'miami hip hop']",XXXTENTACION
I Like Me Better,1wjzFQodRWrPcQ0AnYnvQ9,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Lauv
bellyache,1ni8ZTAY1GHXEFOGHl7fdg,"['electropop', 'pop']",Billie Eilish
New York City,4v1CvZazmdpxQLEt3sCeKH,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",The Chainsmokers
Inside Out,7sG2bWi2eDtvX9vX8yC1Gn,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",The Chainsmokers
Unfold,1cSpPl4FhWtft5fUTqRr8f,"['alternative r&b', 'electropop', 'etherpop', 'pop', 'post-teen pop', 'r&b']",Alina Baraz
Baptize,29Ya2zZEB6oKEB34GPrpkI,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'social media pop']",RKCB
Bad Intentions,7iEo3ipnJoBKW1ejz9vPYe,"['alt z', 'dance pop', 'pop', 'post-teen pop']",Niykee Heaton
Electric Touch,0AS090YJNo3vh75GrFxwbX,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",A R I Z O N A
Sparks,7D0RhFcb3CrfPuTJ0obrod,"['permanent wave', 'pop']",Coldplay
Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf,"['dance pop', 'pop', 'r&b', 'urban contemporary']",Miguel
So Far Away (feat. Jamie Scott & Romy Dya),0OlnLZY4cmQzT6ZGttvWBM,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",Martin Garrix
Never Be the Same,6VpQdig9pdpTSIFItgkJV5,"['dance pop', 'electropop', 'pop', 'post-teen pop']",Camila Cabello
Bad At Love,7y9iMe8SOB6z3NoHE2OfXl,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",Halsey
Lock and Load,6G2dKk2F6C05JUwqj8OXkZ,['uk alternative hip hop'],Milkavelli
Islands,5CnMVKkogpdfKsXEerqZTe,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",R3HAB
Hard in Da Paint,3XQY8kDjI8LARMIC9xkxQk,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Waka Flocka Flame
A Milli,6ScJMrlpiLfZUGtWp4QIVt,['chicago rap'],Lil Wayne
"Beamer, Benz, Or Bentley",0cNJ3huiV99wvUN1tmQLTL,"['gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'queens hip hop', 'rap', 'trap']",Lloyd Banks
Plain Jane,4dVpf9jZjcORqGTLUaeYj9,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",A$AP Ferg
6 Foot 7 Foot,0z5ZPs57J2KERwM1tBM2GF,['chicago rap'],Lil Wayne
Pop Dat,5mvXiroNv8swMbCaKOwuuN,"['electro house', 'electronic trap']",4B
Let You Down,3gWu8y0TKCIdy2mpTqVnTl,"['hip hop', 'pop rap', 'rap']",NF
Still D.R.E.,503OTo2dSqe7qk76rgsbep,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",Dr. Dre
Ni**as In Paris,2Zb7wnGUnNPCas2E0wWSQ5,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']",JAY-Z
HUMBLE. - SKRILLEX REMIX,65ES1qwOB577ZnTkizMXJJ,"['brostep', 'complextro', 'edm', 'electro']",Skrillex
Natural Light - San Holo Remix,30rPl6UcJOKEInmkkdgyBw,"['complextro', 'edm', 'electro house', 'pop dance', 'progressive electro house']",Porter Robinson
Making Luv To The Beat (feat. T.I. & DJ E-Feezy) - MERCE Remix,46eEOC2j8i961LqAgjVmIr,['alternative r&b'],WATCH THE DUCK
Worst In Me,1FY8gDAydm8CfGYp7Lv9ce,"['alt z', 'canadian contemporary r&b', 'indie cafe pop', 'pop', 'post-teen pop']",Julia Michaels
Hostage,6xUHtKE18uTWVaCt6q1adW,[],Danrell
hostage,0kJv5n6rhE4nSFQk9yrD6t,"['electropop', 'pop']",Billie Eilish
Wild Heart,7EO8rBiYgTf3vsqu1vAXl5,[],Hounded
Something About You - ODESZA Remix,6vjWim6xU6tPjA42GxSp1U,"['aussietronica', 'edm', 'gauze pop', 'house', 'indie soul', 'pop dance', 'tropical house']",Hayden James
Beginnings,6G0CDMDRanOByJMxlH3OZq,"['aussietronica', 'edm', 'gauze pop', 'house', 'indie soul', 'pop dance', 'tropical house']",Hayden James
NUMB,4bJzIbze97tZwCxxMw4hx9,"['aussietronica', 'edm', 'gauze pop', 'house', 'indie soul', 'pop dance', 'tropical house']",Hayden James
Too Good At Goodbyes - Snakehips Remix,2TZszn9wztz7n8dNgDgrsa,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Sam Smith
Too Good At Goodbyes - Galantis Remix,73iA9tbFNvev9M8Q83Q93D,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Sam Smith
Burning,7FyhrRNRJOZSM8IeuAx7su,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Sam Smith
I'm Not The Only One,0fioLzGM8ngbD1w6fMmm45,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Sam Smith
Stay With Me,5Db9VIdDsN5yu3Eu7CT0i4,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Sam Smith
Pray,59ljpSFcgtfWJKS3vqG27R,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",Sam Smith
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),6AoYWCzsDls6c61Zp5qTuU,"['comedy rap', 'pop rap', 'rap']",Lil Dicky
When Will the Bass Drop (feat. Lil Jon & Sam F),1pgwcR07BqXt558I8YjtWS,"['comedy rap', 'comic', 'pop rap']",The Lonely Island
Boats And Hoes - Remix,4NlJaTh2NIcwgGcoSoFFH4,[],DJ Crazy J Rodriguez
I F****d My Aunt,572fNtHix1mHMGama57DlQ,"['comedy rap', 'comic', 'pop rap']",The Lonely Island
Motherlover,6Zbwxdy5VQi0m74kkaoJE4,"['comedy rap', 'comic', 'pop rap']",The Lonely Island
Minha Ex,7syZTLPzfZN9rYbQBtYmVB,['urbano espanol'],MC Bin Laden
Finest Girl (Bin Laden Song),1LpjlPR8Gv52B04UQNLZAw,"['comedy rap', 'comic', 'pop rap']",The Lonely Island
Feels Great (feat. Fetty Wap & CVBZ),5uu28fUesZMl89lf9CLrgN,['meme rap'],Cheat Codes
I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,"['dfw rap', 'melodic rap', 'rap']",Post Malone
I Miss You (feat. Julia Michaels),2xmrfQpmS2iJExTlklLoAL,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk dance', 'uk funky']",Clean Bandit
Candy Paint,42CeaId2XNlxugDvyqHfDf,"['dfw rap', 'melodic rap', 'rap']",Post Malone
What Lovers Do (feat. SZA),04JL2liXXV9B9coeGuUsPw,"['pop', 'pop rock']",Maroon 5
Stranger Things (feat. OneRepublic),5gIRPQWULwrvIt0F6pY7ph,"['edm', 'pop', 'pop dance', 'tropical house']",Kygo
DUCKWORTH.,0y9uTzK9cNKSAEHnpeRG8C,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar
LUST.,06FCvd7rrRcF3DdvWH5Isp,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar
PRIDE.,6IZvVAP7VPPnsGX6bvgkqg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar
FEEL.,2LTlO3NuNVN70lp2ZbVswF,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar
DNA.,6HZILIRieu8S0iqY8kIKhj,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar
LOVE. FEAT. ZACARI.,6PGoSes0D9eUDeeAafB2As,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar
HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",Kendrick Lamar
Doubt (Summer Edit),5ffwgrvw4tVlhFcI8efviN,"['electropop', 'indie poptimism', 'new french touch', 'tropical house', 'vapor soul']",Shallou
With You (feat. Quinn XCII),5qxLvazzinSf4Cb1N6zIhb,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
All My Friends (feat. Tinashe & Chance the Rapper),6TaqooOXAEcijL6G1AWS2K,"['dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']",Snakehips
Let You Down,52okn5MNA47tk87PeZJLEL,"['hip hop', 'pop rap', 'rap']",NF
IPlayYouListen,3xhR3mClWXydDCByJxnOwY,"['chillwave', 'ninja']",ODESZA
Don't Stop,6acBIiTtlfNblQvEcZLLE1,"['chillwave', 'ninja']",ODESZA
If You Don't (feat. Cumulus),4xF4WcJvNfgtJ2CtmbbsIg,"['chillwave', 'ninja']",ODESZA
Hey Now,7xPAslx8T8DODx3LT6Zfni,"['chillwave', 'ninja']",ODESZA
Rely,4nDCQ2rimtiVjGoEFRAtJX,"['chillwave', 'ninja']",ODESZA
Tuytus,52YL2YQ0ZKQTEp89inFJaE,"['chillwave', 'ninja']",ODESZA
We Were Young,7rMpCmqTU9Z2UcizZqhepP,"['chillwave', 'ninja']",ODESZA
Above the Middle,4cZqZa0AyJE4vEjhfzrxU5,"['chillwave', 'ninja']",ODESZA
I Want You,42JpcqbKr2Zq55hoixtq34,"['chillwave', 'ninja']",ODESZA
How Did I Get Here,4aJnMRNeuDZSQN7FaSNGtM,"['chillwave', 'ninja']",ODESZA
For Us (feat. Briana Marela),0VmiEkiAVBLCd6mNguCJW7,"['chillwave', 'ninja']",ODESZA
Sun Models (feat. Madelyn Grant),68jdeOPpbAVtrRcXPxB0vg,"['chillwave', 'ninja']",ODESZA
Memories That You Call (feat. Monsoonsiren),2IayfGKCEmzs59b3Cwaak8,"['chillwave', 'ninja']",ODESZA
Koto,7vaDLaAplrHCPSkbBnysIV,"['chillwave', 'ninja']",ODESZA
Sundara,5KdhT7gtGHgE9uDKTppndY,"['chillwave', 'ninja']",ODESZA
All We Need (feat. Shy Girls),2D1Qw5tVYz7zfSiRHL907q,"['chillwave', 'ninja']",ODESZA
Say My Name (feat. Zyra),32zr9gHyWhgm2Dn5bg0Bpw,"['chillwave', 'ninja']",ODESZA
Bloom,6stkENbtxaCjCjylqoNOXb,"['chillwave', 'ninja']",ODESZA
Always This Late,0JHQtpBqKqjmJN6qcmjiU6,"['chillwave', 'ninja']",ODESZA
Corners Of The Earth (feat. RY X),2pD1x1iL0gsvg7Kbhpuf8W,"['chillwave', 'ninja']",ODESZA
Show Me,5k4MVfklNSMZZHB1jxvKrr,"['chillwave', 'ninja']",ODESZA
La Ciudad,4x6aawsLyPkF3aGPXGvbat,"['chillwave', 'ninja']",ODESZA
Falls (feat. Sasha Sloan),6oNZ0WxqptE7V0qpjtyJ4a,"['chillwave', 'ninja']",ODESZA
Thin Floors And Tall Ceilings,1zyMwU1NtRDkuQWthUbGsL,"['chillwave', 'ninja']",ODESZA
Just A Memory (feat. Regina Spektor),0KtzMx1GbkkPyA2TQceHoM,"['chillwave', 'ninja']",ODESZA
Divide (feat. Kelsey Bulkin),3CvMXAVFGmfq56tvUAa9ip,"['chillwave', 'ninja']",ODESZA
Everything At Your Feet (feat. The Chamanas),3VXrpkM94UBgL4voR20tZq,"['chillwave', 'ninja']",ODESZA
Across The Room (feat. Leon Bridges),4YaNLEPw3MrIgkGOkBrAh2,"['chillwave', 'ninja']",ODESZA
Meridian,7t7SLzJtQzD8wdJqwYD3XM,"['chillwave', 'ninja']",ODESZA
Late Night,5Nu5Uyoauauy9LFePYL1Z3,"['chillwave', 'ninja']",ODESZA
Line Of Sight (feat. WYNNE & Mansionair),2WWfjbHALIb3e7FMcj9mr4,"['chillwave', 'ninja']",ODESZA
Boy,63yesoRJgXT5QALryYFV0X,"['chillwave', 'ninja']",ODESZA
Higher Ground (feat. Naomi Wild),7KT7VGnPU5QVXN3q1BOeqb,"['chillwave', 'ninja']",ODESZA
A Moment Apart,59wlTaYOL5tDUgXnbBQ3my,"['chillwave', 'ninja']",ODESZA
Intro,1aRtduEHwvk2AMR87ji9Tg,"['chillwave', 'ninja']",ODESZA
Drinkee,3REzEumDuXBpQH45WEHAr6,"['electro house', 'pop nacional', 'slap house']",Sofi Tukker
Is It Love - Justin Caruso Remix,3ESPtgbSlq1T2iOjEIRwLA,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'mashup', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",3LAU
Love Somebody,1u1yxNPjD7iHabgY9jC9Xo,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'mashup', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",Justin Caruso
Caving (feat. James Droll),201ojPD0R8nEV2xTUiXKLr,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'mashup', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",Justin Caruso
Talk About Me (feat. Victoria Zaro),4FmkoLpaB3qZcsBDFUJ3uO,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'mashup', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",Justin Caruso
Unsteady - Justin Caruso Remix,3Y9smXGzIcoMzg5UhItDqh,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop', 'pop rock', 'rock', 'stomp pop']",X Ambassadors
Lay It on Me - Said the Sky Remix,5UHvgsb97pKpeonJLwz63U,"['folk-pop', 'modern rock', 'pop', 'pop rock']",Vance Joy
Let You Go,43hcHVoAiHpkJ2gMbmO72h,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
Feel Good,0e0UxWGgjXoYAYUFhJgwji,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
Taking Me Higher,1bI9jePC8sxwC8wGtCDCqR,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
Where'd U Go,2oL0HIuo0cxIycDtJWbpuN,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
Free Fall,4ZAerT2NicBmzZ4VkpmWEn,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
No Time Like Now,2uA2UMcHR5gztUSECJjK8k,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
Leaving,5XlvOh5YbJMp7CU3NoksNf,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
Lost,4rIAqwhHGfWChQvQGYwEfR,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
Don't Let Me Down (feat. Daya) - Illenium Remix,15BlympuVSfZFROojEMY2M,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",The Chainsmokers
Beautiful Creatures (feat. MAX),4pWawf1Rq4qHDv4Ktqjg2D,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
Crawl Outta Love,0q7oMII7kWTj1ZSX6GT6LU,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
Fractures,4G3IXyVRxSx5lLhUvv3fu3,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']",ILLENIUM
Don't Call Me (feat. Shakka),0UuPvqKc9Xcjo37C5liY5B,"['hip hop', 'rap', 'trap']",Young Thug
Don't Leave,0Zx8khUcEfCFK2AEoIhC92,"['dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'tropical house']",Snakehips
This Is What It Feels Like,6NdkzOSCLzmyV9Qc4DKhJ2,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'tropical house']",Armin van Buuren
Younger - Kygo Remix,7vHshinTU8161w69EPbabY,"['swedish electropop', 'swedish pop', 'swedish soul']",Seinabo Sey
Sun Goes Down (feat. Jasmine Thompson) - Radio Mix,6UO755OcSvOPVVZOaJVH7v,"['dutch hip hop', 'tropical house']",Robin Schulz
Hold On - Radio Edit,1JUfgsFPWjXT3ZzzV77v5u,"['edm', 'electro house', 'german techno', 'house', 'pop dance', 'progressive electro house', 'progressive house']",Moguai
Don't Say,1pJQAHpD51J7GYaFrrFO9S,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",The Chainsmokers
Bloodstream,26AuyrZGzWWiYZPSd3XBIg,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",The Chainsmokers
California Girls (NoMBe vs. Sonny Alven),4aqafewb0B9MlQVHUWIOuK,"['edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",NoMBe
Sleepyhead,4prEPl61C8qZpeo3IkYSMl,"['alternative dance', 'indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'shimmer pop']",Passion Pit
1901,5JtPGzRgrWxkXX9LoROq3d,"['speedrun', 'video game music']",Phoenix
Time to Pretend,4iG2gAwKXsOcijVaVXzRPW,"['hip hop', 'ohio hip hop', 'pop rap', 'rap']",MGMT
Called Out In The Dark,3vRwdZuUuoDo7YW7qjTdE0,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']",Snow Patrol
Drive,7nnWIPM5hwE3DaUBkvOIpy,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']",Incubus
Chasing Cars,329TqxWgwafgOVwlhwuRA6,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']",Snow Patrol
Just Say Yes,4k7P2LIQco8YCVbIZl1vZB,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']",Snow Patrol
Run-Around,500Tkm3vJmVtdUwdCVxCTb,"['alternative rock', 'blues rock', 'jam band', 'mellow gold', 'pop rock', 'rock']",Blues Traveler
Naive,2RUhtNBh43RtSg0WBPPq3m,"['brighton indie', 'modern rock', 'rock']",The Kooks
Catch & Release - Deepend Remix,11BAVEGi1ivJ6JWLqKUNrZ,"['neo-singer-songwriter', 'tropical house']",Matt Simons
Midnight City,6GyFP1nfCDB8lbD2bG0Hq9,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",M83
What I Got,6UmtL9oAPxl4ixd0YKtKnH,"['reggae fusion', 'ska mexicano', 'ska punk']",Sublime
Emoji of a Wave,7pYdMupCkVcwZ6kOKmWFfj,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer
Animal,6vSq5q5DCs1IvwKIq53hj2,"['alternative dance', 'electropop', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']",Miike Snow
Santeria,1yplWxZQqvSg9RRf9FjJm3,"['reggae fusion', 'ska mexicano', 'ska punk']",Sublime
Sleep Through The Static,2i4EDKiIUqbzjfV31oB7vT,['neo mellow'],Jack Johnson
"Whiskey, Whiskey, Whiskey",50YQFbfIVk2XMnVFKAuuib,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer
Neon,7Kohy4v3KLWfUXlv9N3feB,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",John Mayer
From Eden,2XRCxFtPqSsnY94jZCFuYu,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier
Cherry Wine - Live,0bZ52QzCCKfrfOqs7za6lI,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier
Like Real People Do,7K6LFPfjdnN6QqvGzhvpRO,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier
Work Song,4Vc3bzFxXdrABa2DxgyCMT,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier
Someone New,0efT4YKQLQx2YHbp6vgRX8,"['irish singer-songwriter', 'modern rock', 'pop']",Hozier
